name;id;riasec
Zemědělský specialista;6098;
Zemědělský specialista zootechnik;6108;Prakticko-technický (R)
Zemědělský specialista agronom;6109;Prakticko-technický (R)
Veterinární technik;6111;Prakticko-technický (R)
Veterinární lékař;6131;Prakticko-technický (R),Intelektuálně-výzkumný (I)
Rybářský technik;6141;Prakticko-technický (R)
Rybářský specialista;6161;Prakticko-technický (R)
Specialista zahradnické výroby;8651;Prakticko-technický (R)
Specialista realizace a údržby zeleně;8652;Prakticko-technický (R)
Zoolog specialista;30169;Prakticko-technický (R),Intelektuálně-výzkumný (I)
Ošetřovatel zvířat v zoo;30171;Prakticko-technický (R)
Pomocný pracovník v zemědělství;30688;Prakticko-technický (R)
Zemědělský a zahradnický dělník;30689;Prakticko-technický (R)
Zahradník;30692;Prakticko-technický (R)
Technik vinohradník a vinař;30694;Prakticko-technický (R)
Pomocný pracovník v zemědělství;30754;Prakticko-technický (R)
Inseminační technik;30756;Prakticko-technický (R)
Zemědělský specialista mechanizátor;30829;Prakticko-technický (R)
Zahradnický specialista;30830;Podnikatelský (E)
Specialista vinohradník a vinař;30831;Prakticko-technický (R)
Samostatný vinohradník a vinař;30832;Prakticko-technický (R)
Samostatný rybářský technik;30833;Prakticko-technický (R)
Zemědělský mechanizátor;30834;Prakticko-technický (R)
Rostlinolékařský technik;30835;Administrativně-správní (C)
Chovatel zvířat v zoo;30941;
Opravář zemědělských strojů;100219;
Pstruhař;100931;
Chovatel koní, jezdec a kočí;101091;
Veterinární asistent;6121;Prakticko-technický (R)
Ošetřovatel koní;30691;Prakticko-technický (R)
Samostatný technik zahradnické výroby;8658;Prakticko-technický (R)
Pomocník podkováře;30755;Prakticko-technický (R)
Lesní mechanizátor;9;Prakticko-technický (R)
Zemědělec-farmář;100790;
Chovatel zvířat;5;
Aranžér;101646;Umělecko-jazykový (A)
Asistent tajemník;5575;Administrativně-správní (C)
Řidič velkostroje;101656;
Technik řízení jakosti v těžbě nerostných surovin;101657;
Hlavní energetik v těžbě a úpravě nerostných surovin;101658;
Technik realizace investic povrchové těžby nerostných surovin;101660;
Ekolog specialista v těžbě a úpravě nerostných surovin;101661;
Montážník nábytku do interiérů a exteriérů;101662;
Montážník nábytkových sestav;101663;
Výrobce matracových jader;101665;
Likvidátor škod z pojištění osob;101667;
Stavitel podzemní hrobky;101670;
Administrátor pohřebiště;101672;
Likvidátor škod z cestovního pojištění;101674;
Likvidátor škod z pojištění vozidel;101676;
Likvidátor škod z pojištění majetku a odpovědnosti za škodu;101678;
Poradce pro pozůstalé;101680;
Pracovník pro úpravu a přepravu lidských pozůstatků;101682;
Sjednavatel pohřbení;101684;
Pracovník výroby dýh, překližek a vrstveného dřeva;101686;
Pracovník výroby sesazenek;101687;
Truhlář nábytkář;101688;
Obsluha strojů pro zpracování materiálů ve výrobě nábytku;101689;
Dílenský montážník nábytku;101690;
Pracovník dýhování a laminátování nábytku;101691;
Pracovník pro povrchovou úpravu nábytku;101692;
Dělník v nábytkářském průmyslu;101693;
Dělník čištění a kontroly dílců, balení výrobků;101694;
Administrativní pracovník;101695;
Asanační pracovník;101700;
Asanační pracovník bez fumigantů;101701;
Asanační pracovník s fumiganty;101702;
Fotografický poradce při prodeji fotografické techniky a materiálů;101703;
Psovod bezpečnostní služby;101705;
Kovář;100980;
Technik tváření kovů;101708;
Mistr kovárny;101709;
Koksař;100236;
Technik mechanických zábran;101712;
Zámkař;101713;
Zámkař;101714;
Montér mechanických zábran;31007;Prakticko-technický (R)
Bezpečnostní technolog;30869;Prakticko-technický (R)
Manažer projektu;101715;
Potápěč;101716;
Potápěč pracovní;101717;
Potápěč operátor;101718;
Obsluha čerpací stanice s PHL;101719;
Chůva;101721;
Chůva pro děti do zahájení povinné školní docházky;101722;
Chůva pro dětské koutky;101723;
Bezpečnostní manažer v obchodě a službách;101724;
Ekonom práce;101726;
Inženýr chemie produktmanažer;101727;
Pracovník ostrahy v obchodě a službách;101728;
Chemický technik plánovač;101729;
Chemický technik manažer provozu;101730;
Tranzitér přípravář;101134;Prakticko-technický (R)
Nákladní pokladník železniční dopravy;101731;
Celulózař;101732;
Stavební truhlář;101733;
Truhlář pro výrobu oken a dveří;101734;
Truhlář pro obklady, schodiště a podlahy;101736;
Výrobce buničiny v kontinuální výrobě;101737;
Výrobce buničiny v diskontinuální výrobě;101738;
Strojník sušicího a odvodňovacího stroje;101739;
Operátor regenerace chemikálií;101740;
Strojník regeneračního kotle;101741;
Manažer silniční dopravy;101744;
Vedoucí silniční nákladní dopravy;101745;
Vedoucí silniční osobní dopravy;101746;
Řidič;101747;
Řidič;101748;
Řidič;101749;
Instruktor skupinových kondičních a funkčních cvičení;101752;
Instruktor skupinových kondičních a funkčních cvičení;101753;
Instruktor bodystylingu;101754;
Instruktor indoor cyclingu;101755;
Instruktor pilates;101756;
Specialista prodeje a poradenství v potravinářství a krmivářství;101759;
Specialista poradenství a prodeje krmných směsí;101760;
Hrobník;31006;Prakticko-technický (R)
Instruktor Body and Mind;101762;
Instruktor aerobiku;101763;
Pracovník pro recyklaci;101764;
Poštovní doručovatel;7560;Administrativně-správní (C)
Pracovník poštovní přepravy I;101228;Administrativně-správní (C)
Výrobce matrací;101766;
Řidič tramvají;101767;
Lesní technik lesník;101769;
Lesní technik lesník pro těžební činnost;101770;
Lesní technik lesník pro pěstební činnost;101771;
Lesní technik myslivec;101772;
Lesní technik taxátor;101773;
Samostatný technik dokumentace TIS a GIS;30801;Prakticko-technický (R)
Technik měření v elektroenergetice;7510;Prakticko-technický (R)
Lesní technik pro obchod, expedici a dopravu dříví;101774;
Kontrolor jakosti v energetice;30785;Prakticko-technický (R)
Technik údržby ochran;30796;Prakticko-technický (R)
Těžební mechanizátor;101775;
Obsluha mobilních štěpkovacích strojů;101776;
Pracovník pro výrobu aglomerovaných materiálů na bázi dřeva;101777;
Dezinfektor ve službách;101778;
Energetik technik distribuce elektrické energie;30791;Prakticko-technický (R)
Dispečer rozvodné elektrické soustavy;30792;Prakticko-technický (R)
Technik provozu distribuční soustavy;30794;Prakticko-technický (R)
Technik provozu elektrárny;30782;Prakticko-technický (R)
Technik řídící techniky;5035;Prakticko-technický (R)
Správce IT;101779;
Správce sítí pro malé a střední organizace;101781;
Informátor v dopravě;101782;
Osobní pokladník železniční dopravy;101783;
Pracovník železniční dopravy;5343;
Kontrolor vozby;7519;Prakticko-technický (R)
Samostatný technik železniční dopravy;5347;
Referent železniční dopravy;5346;Administrativně-správní (C)
Vozmistr;30604;Prakticko-technický (R)
Traťový strojník;2195;Prakticko-technický (R)
Lesní technik školkař;101785;
Technik energetického dispečinku;7508;Prakticko-technický (R)
Technik provozu řídící soustavy;30795;Prakticko-technický (R)
Technolog elektrárny;30784;Prakticko-technický (R)
Obsluha energetických zařízení;30776;Prakticko-technický (R)
Stavbyvedoucí energetických zařízení;30813;Prakticko-technický (R)
Pracovník poštovní přepážky univerzální;101787;
Pracovník poštovní přepážky;7564;Administrativně-správní (C)
Závorář;100967;
Autolakýrník;101789;
Dispečer železniční dopravy;5350;Prakticko-technický (R)
Pracovník porážky a konečné úpravy těl jatečných zvířat;100832;Prakticko-technický (R)
Výpravčí;5349;Prakticko-technický (R)
Pracovník přepravy a ustájení jatečných zvířat;100831;Prakticko-technický (R)
Pracovník výroby konzerv;100837;Prakticko-technický (R)
Pracovník balení a expedice masa, drůbežího masa, králíků, zvěřiny a výrobků z nich;100839;Prakticko-technický (R)
Pracovník bourárny;100834;Prakticko-technický (R)
Řezník a uzenář;100228;
Montér elektrických instalací;101794;
Pracovník porážky, jatečné úpravy a porcování králíků;100841;Prakticko-technický (R)
Pracovník výroby masných výrobků a drůbežích masných výrobků;100836;Prakticko-technický (R)
Pracovník ošetření jatečně upravených těl jatečných zvířat a vedlejších jatečných produktů;100833;Prakticko-technický (R)
Pracovník porážky, jatečné úpravy a porcování drůbeže;100835;Prakticko-technický (R)
Pracovník výroby mléčných produktů;101798;
Analytik IT;101799;
Správce operačních systémů pro malé a střední organizace;101801;
Hospodyně v domácnosti;30994;
Mlékař;101802;
Montér zdících systémů;2096;Prakticko-technický (R)
Montér výplní stavebních otvorů;101807;
Tunelář;138;Prakticko-technický (R)
Stavební dělník;214;Prakticko-technický (R)
Energetik technik výroby tepelné energie;30777;
Energetik technik výroby elektrické energie;30781;Prakticko-technický (R)
Operátor bloku klasické elektrárny;30783;Prakticko-technický (R)
Operátor v energetice;30790;Prakticko-technický (R)
Elektromechanik pro silnoproud;125;
Asistent kadeřníka;101808;
Strážný;31008;Prakticko-technický (R)
Technickoadministrativní pracovník;101809;
Bezpečnostní referent;101005;
Výrobce polotovarů pro matracové potahy;100947;Umělecko-jazykový (A)
Výrobce matracových potahů;100948;Umělecko-jazykový (A)
Výrobce matrací z matracových prefabrikátů;100949;Umělecko-jazykový (A)
Výrobce jedno nebo třídílných matrací z přírodních materiálů;100950;Umělecko-jazykový (A)
Dezinfektor ve službách;101810;
Elektromechanik pro montáž nábytku;101811;
Elektromechanik pro TZ;101813;
Elektromechanik pro TZ;101814;
Všeobecný technickoadministrativní pracovník;101817;
Pracovník podatelny;101818;
Spisový manipulant;101819;
Strojník vodárenských zařízení;101820;
Strojník pro obsluhu čerpací a přečerpávací stanice;101821;
Strojník pro obsluhu čistírny odpadních vod;101822;
Strojník pro obsluhu úpravny pitné vody;101823;
Chlorovač;101824;
Obsluha kremačního zařízení;101825;
Samostatný strážce přírody;101826;
Knihovník katalogizátor;101831;
Strážce přírody;101833;
Instruktor powerjógy;101835;
Pracovník ostrahy veřejných akcí;101837;
Samostatný knihovník katalogizátor;101838;
Pracovník výjezdové skupiny;101839;
Servisní pracovník u zákazníka;101840;
Logistik specialista;100022;
Dozorce výhybek;100964;Prakticko-technický (R)
Logistik v dopravě a přepravě specialista;100072;Prakticko-technický (R)
Logistik skladových operací specialista;100069;Prakticko-technický (R)
Obsluha speciálního vozu pro čištění kanalizace;101841;
Výrobce dřevěných hraček;101842;
Umělecký kovář;100989;Umělecko-jazykový (A)
Nástrojař;117;
Obráběč kovů;116;
Brusič kovů;2060;Prakticko-technický (R)
Chirurgický nástrojař;2191;Prakticko-technický (R)
Soustružník kovů;2062;Prakticko-technický (R)
Strojník;30946;Prakticko-technický (R)
Zušlechťovač kovů;118;
Vedoucí detektiv;30861;
Umělecký zámečník;100990;Umělecko-jazykový (A)
Zpracovatel živočišných tuků;100838;Prakticko-technický (R)
Manažer programů a komplexních projektů;101844;
Papírník;101845;
Umělecký kovář a zámečník;100313;
Strojník papírenského stroje;101846;
Papírenský přípravář;101847;
Administrátor projektu;101849;
Sýrař;101850;
Strojník rozvlákňování;101851;
Fotoreportér;30990;Umělecko-jazykový (A)
Kožařský technik plánovač výroby, zásobovač;101852;
Strojvedoucí papírenského stroje;101853;
Prodejce výsekového masa, masných výrobků, drůbežího masa, drůbežích výrobků, králíků, zvěřiny a ryb;100840;Prakticko-technický (R)
Šička kožešinových a usňových výrobků;101854;
Správce SW aplikací;101855;
Správce webových aplikací;101857;
Správce datového centra;101858;
Pracovník pro řádné zacházení se zvířaty na porážkách;101868;
Pracovník pro řádné zacházení s velkými jatečnými zvířaty na porážkách;101871;
Rukavičkář;101872;
Fotograf v minilabu;101587;Umělecko-jazykový (A)
Obuvník pro zakázkovou výrobu;101873;
Fotolaborant;101588;Prakticko-technický (R),Umělecko-jazykový (A)
Brašnář;101880;
Frézař;2061;Prakticko-technický (R)
Kalič;2159;Prakticko-technický (R)
Pracovník řemeslné výroby perníků;100850;Prakticko-technický (R)
Operátor DTP;30734;Prakticko-technický (R)
Správce tiskových dat;100907;Prakticko-technický (R)
Pracovník řemeslného zpracování čokolády;100854;Prakticko-technický (R)
Grafik pro média;56;
Operátor CtP;30236;Prakticko-technický (R)
Obsluha kremačního zařízení;31005;Prakticko-technický (R)
Reprodukční fotograf;2045;Prakticko-technický (R)
Pracovník archové montáže;2050;Prakticko-technický (R)
Kopista;2052;Prakticko-technický (R)
Operátor elektronické montáže;30733;Prakticko-technický (R)
Operátor digitálního tisku;30735;Prakticko-technický (R)
Pracovník výroby a zpracování modelovací a marcipánové hmoty;100851;Prakticko-technický (R)
Pracovník výroby chleba a běžného pečiva;100842;Prakticko-technický (R)
Logistik výroby specialista;100070;Prakticko-technický (R)
Palubní průvodčí v železniční dopravě;101881;
Dělník v železniční infrastruktuře;101882;
Průvodce přírodou;101883;
Traťový dělník;101884;
Art grafik;30736;Umělecko-jazykový (A)
Traťový dělník - obchůzkář;101885;
Kormidelník;30816;Prakticko-technický (R)
Pracovník výroby jemného pečiva;101054;Prakticko-technický (R)
Skenerista retušér;30737;Umělecko-jazykový (A)
Pracovník výroby karamelových a kandytových výrobků;100853;Prakticko-technický (R)
Pracovník výroby nečokoládových cukrovinek;100855;Prakticko-technický (R)
Pracovník výroby perníků;100844;Prakticko-technický (R)
Pracovník výroby restauračních moučníků;100849;Prakticko-technický (R)
Pracovník výroby zákusků a dortů;100847;Prakticko-technický (R)
Referenční knihovník specialista;101888;
Smaltér;119;Prakticko-technický (R)
Provozní zámečník a montér;106;
Strojní zámečník a rýsovač;101843;
Programátor NC strojů;30699;Prakticko-technický (R)
Operátor NC strojů;2064;Prakticko-technický (R)
Lodní strojník;171;Prakticko-technický (R)
Lodník;170;Prakticko-technický (R)
Pracovník výroby zmrzlin;100852;Prakticko-technický (R)
Pracovník pro řádné zacházení s malými jatečnými zvířaty na porážkách;101890;
Letecký mechanik;111;Prakticko-technický (R)
Strojírenský technik;5129;
Technik padákového a výškového vybavení a výstroje;30624;Prakticko-technický (R)
Strojírenský technik projektant;5136;Prakticko-technický (R)
Knihovník;15555;Administrativně-správní (C)
Knihovník specialista;15575;Intelektuálně-výzkumný (I)
Taxátor pojistných smluv;101892;
Klientský pracovník v pojišťovnictví;101893;
Pracovník klientského centra pojišťovny;101894;
Mistr v potravinářství a krmivářství;7257;Prakticko-technický (R),Podnikatelský (E)
Technolog v potravinářství a krmivářství;7259;Prakticko-technický (R)
Technik pro řízení jakosti a hygieny v potravinářství a krmivářství;30729;Prakticko-technický (R)
Technik pro kontrolu jakosti a hygieny v potravinářství a krmivářství;7261;Prakticko-technický (R)
Technik v potravinářství a krmivářství;7247;
Konzervář;20;Prakticko-technický (R)
Konzervář;101895;
Celulózař;59;
Lihovarník a likérník;101896;
Likérník;101897;
Výrobce dřevěných hraček-;101568;Umělecko-jazykový (A)
Keramický technik technolog;7352;Prakticko-technický (R)
Lihovarník;101898;
Kapitán plavidla;5369;
Kapitán I. třídy;7502;Prakticko-technický (R)
Kapitán II. třídy;7503;Prakticko-technický (R)
Kapitán III. třídy;101516;Prakticko-technický (R)
Kapitán IV. třídy;7506;Prakticko-technický (R)
Loďmistr;30234;Prakticko-technický (R)
Obsluha lisovacího zařízení ovoce;101902;
Záchranář báňské záchranné služby;30848;Sociální (S)
Báňský záchranář četař;100917;Sociální (S)
Báňský záchranář četař lezců;100918;Sociální (S)
Báňský záchranář četař potápěčů;100919;Sociální (S)
Pracovník výroby ovocných koncentrátů;101903;
Horník v dole;12;Prakticko-technický (R)
Pomocný pracovník v keramice a výrobě stavebních hmot;209;Prakticko-technický (R)
Horník kombajnér rubání a ražení;30843;Prakticko-technický (R)
Pracovník výroby ovocných pomazánek;101906;
Horník v ostatních činnostech v dole;101907;
Kosmetička;30870;Umělecko-jazykový (A)
Obsluha strojů a zařízení v dole;30433;Prakticko-technický (R)
Vrtač v dole;30436;Prakticko-technický (R)
Manikérka a nehtová designérka;30992;Umělecko-jazykový (A)
Pedikérka a nehtová designérka;30993;Umělecko-jazykový (A)
Pomocný pracovník v kožedělném průmyslu;204;Prakticko-technický (R)
Horník rubání a ražení;101909;
Horník předák rubání a ražení;101618;Prakticko-technický (R)
Technik přípravy výroby povrchové těžby nerostných surovin;101910;
Pracovník převozu finanční hotovosti a cenin;101911;
Vedoucí těžebního a úpravárenského provozu;101912;
Pracovník výroby nálevů pro sterilovanou zeleninu a ovoce;101913;
Bezpečnostní pracovník;101002;
Cukrář;100230;
Pekař;100229;
Pracovník výroby trvanlivého pečiva;100845;Prakticko-technický (R)
Strojírenský technik technolog;5132;Prakticko-technický (R)
Servisní technik;30822;Prakticko-technický (R)
Zkušební technik;25003;Prakticko-technický (R)
Operátor zhotovení tiskových forem;101914;
Výrobce buničiny v kontinuální výrobě;2250;Prakticko-technický (R)
Výrobce buničiny v diskontinuální výrobě;2251;Prakticko-technický (R)
Strojník regeneračního kotle;2255;Prakticko-technický (R)
Výrobce vedlejších produktů;2256;Prakticko-technický (R)
Výrobce štěpek;2249;Prakticko-technický (R)
Výrobce dřevoviny;2257;Prakticko-technický (R)
Výrobce bělené buničiny;2252;Prakticko-technický (R)
Operátor sušení a odvodňování buničin;2253;Prakticko-technický (R)
Operátor regenerace chemikálií;2254;Prakticko-technický (R)
Specialista poradenství a prodeje potravinářských surovin;101919;
Krmivářský dělník;101920;
Pomocný pracovník v krmivářství;101921;
Kamnář montér kachlových kamen a kachlových sporáků;101922;
Kamnář technik individuálně stavěných topidel;146;Prakticko-technický (R)
Pracovník pro evidenci dlouhodobého majetku;101923;
Dělník v dřevozpracujícím průmyslu;101926;
Dělník výroby dřevařských polotovarů;101927;
Kamnář montér krbů;101928;
Kuchař;101930;
Kuchař pro přípravu pokrmů na objednávku;101931;
Kuchař studené kuchyně;101932;
Kuchař teplé kuchyně;101933;
Operátor strojů a zařízení pro výrobu krmných směsí a premixů;101934;
Operátor linky pro výrobu premixů;101935;
Truhlář pro příčky a vestavěný nábytek;101735;
Operátor linky pro výrobu krmných směsí;101936;
Mechanik optických přístrojů;2014;Prakticko-technický (R)
Mechanik brýlové optiky;2016;Prakticko-technický (R)
Mechanik optických přístrojů a brýlové optiky;113;
Vrtař;2063;Prakticko-technický (R)
Fotograf;184;Prakticko-technický (R),Umělecko-jazykový (A)
Nástrojař pro přípravky a měřidla;100957;Prakticko-technický (R)
Řidič velkostroje 1;30853;Prakticko-technický (R)
Řidič velkostroje 2;30854;Prakticko-technický (R)
Řidič velkostroje 3;30855;Prakticko-technický (R)
Řidič velkostroje 4;30856;Prakticko-technický (R)
Zkušební technik letadel;30625;Prakticko-technický (R)
Ostřič nástrojů;100961;Prakticko-technický (R)
Klempíř drakař;100962;Prakticko-technický (R)
Zkušební technik výtahů;101938;
Elektromechanik pro výtahy;100901;Prakticko-technický (R)
Montér výtahů;100898;Prakticko-technický (R)
Montér výtahů specialista;100899;Prakticko-technický (R)
Odborný servisní pracovník výtahů;100896;Prakticko-technický (R)
Chovatel a jezdec koní;2162;Prakticko-technický (R)
Lakýrník;120;Prakticko-technický (R)
Odborný pracovník reklamy;101946;
Manažer reklamy;101947;
Specialista pro tvorbu reklamy;101948;
Specialista reklamy pro klientský servis;101949;
Papírník;60;
Operátor papírenského stroje;2125;Prakticko-technický (R)
Papírenský přípravář;2122;Prakticko-technický (R)
Strojník papírenské převíječky;2123;Prakticko-technický (R)
Strojník papírenského stroje;2121;Prakticko-technický (R)
Mechanik seřizovač obráběcích strojů;30823;Prakticko-technický (R)
Montér slaboproudých metalických sítí;101956;
Výrobce asfaltových izolačních pásů;2124;Prakticko-technický (R)
Kameník;86;Prakticko-technický (R)
Obsluha strojů a strojních zařízení v kamenické výrobě;100871;Prakticko-technický (R)
Kameník;100245;
Brusič a frézař kamene;100867;Prakticko-technický (R)
Obsluha programově řízených strojů a linek v kamenické výrobě;101960;
Dělník v kamenické výrobě;101961;
Betonář;101963;
Nástrojař pro nástroje k plošnému a objemovému tváření;100958;Prakticko-technický (R)
Pomocný pracovník obrábění kovů;100995;Prakticko-technický (R)
Železář;101964;Prakticko-technický (R)
Železobetonář;101965;
Koordinátor bezpečnosti a ochrany zdraví při práci na staveništi;101066;Prakticko-technický (R)
Výrobce čalouněných sedadel a opěradel židlí;101966;
Zhotovitel knoflíků;100946;Umělecko-jazykový (A)
Čalouník;30757;Umělecko-jazykový (A)
Čalouník;101967;
Textilní technik dispečer;6182;
Textilní technik kvality;6185;
Textilní technik technolog;6183;
Operátor textilní výroby;100987;
Textilní technik desinatér;30902;
Laborant v metalurgii;101968;
Pomocný kuchař;101969;
Kuchař expedient;101970;
Stavební montážník;158;
Pomocný přípravář pokrmů;101972;
Kovárenský technik technolog;101973;
Výrobce pokrmů rychlého občerstvení;101974;
Kovárenský inženýr technolog kování;101975;
Kovárenský inženýr;101976;
Kovárenský technik;101977;
Kovárenský inženýr technolog tepelného zpracování kovů;101978;
Výrobce příloh;101979;
Studnař;147;
Průvodce cestovního ruchu;101981;
Manažer BOZP;30953;Prakticko-technický (R)
Obchodník;101982;
Nákupčí;101983;
Pracovník odbytu;101984;
Nástrojař pro formy na zpracování plastů a tlakové lití kovů;100959;Prakticko-technický (R)
Nástrojař pro řezné nástroje;100956;Prakticko-technický (R)
Kožařský technik technolog výroby obuvi;101990;
Specialista služeb zákazníkům;101991;
Technik BOZP;30955;Administrativně-správní (C)
Pomocný lodník;101994;
Odborně způsobilá osoba v prevenci rizik BOZP;30954;Prakticko-technický (R)
Mechanizátor pro soustřeďování dříví;101995;
Kožařský technik kontrolor kvality;101996;
Těžař dříví těžebně-dopravními stroji;100973;Prakticko-technický (R)
Dopravce dříví;100970;Prakticko-technický (R)
Výrobce usní a kožešin;37;
Kožařský technik mistr;6279;Prakticko-technický (R),Podnikatelský (E)
Kožařský technik technolog;6281;Prakticko-technický (R)
Koželuh;2011;Prakticko-technický (R)
Úpravář usní;101997;
Specialista internetového obchodu;101998;
Technik jakosti ve strojírenství;101999;
Technik řízení jakosti ve strojírenství;102000;
Mechanik kolejových vozidel;102001;
Mechanik kolejových vozů;102002;
Technik kontrolor jakosti ve strojírenství;102003;
Provozní vedoucí úklidu;101056;Prakticko-technický (R)
Převozník;102004;
Převozník I. třídy;102005;
Převozník II. třídy;102009;
Převozník III. třídy;102011;
Referent internetového obchodu;102012;
Strojmistr lodní dopravy;102013;
Strojmistr I. třídy;102014;
Strojmistr II. třídy;102016;
Specialista zahraničního obchodu;102017;
Úklidový pracovník administrativních ploch;101075;Prakticko-technický (R)
Úklidový pracovník v potravinářských provozech;101078;Prakticko-technický (R)
Instalatér;153;
Úklidový pracovník ve zdravotnických a nemocničních zařízeních;101080;Prakticko-technický (R)
Obuvník pro sériovou výrobu;2458;Prakticko-technický (R)
Opravář obuvi a kožedělného zboží;30930;Prakticko-technický (R)
Sedlář;2260;Prakticko-technický (R)
Svrškařka;2461;Prakticko-technický (R)
Vysekávač;2460;Prakticko-technický (R)
Pomocný pracovník v potravinářství;202;Prakticko-technický (R)
Obsluha zařízení pro výrobu krmiv;30697;Prakticko-technický (R)
Hospodyně;181;Prakticko-technický (R)
Úklidový pracovník;101063;
Tiskař na akcidenčních ofsetových kotoučových strojích;102019;
Tiskař na novinových ofsetových kotoučových strojích;102020;
Tiskař na ofsetových archových strojích;100902;Prakticko-technický (R)
Tiskař na širokoformátových flexotiskových kotoučových strojích;102021;
Tiskař na úzkoformátových flexotiskových kotoučových strojích;102022;
Tiskař;100233;
Tiskař na hlubotiskových kotoučových strojích;100904;Prakticko-technický (R)
Tiskař na sítotiskových strojích;100905;Prakticko-technický (R)
Pokrývač;145;Prakticko-technický (R)
Pokrývač skládaných krytin pálených a betonových;100864;Prakticko-technický (R)
Pokrývač krytí střech složitých tvarů krytinami pálenými a betonovými;100866;Prakticko-technický (R)
Pokrývač krytí střech složitých tvarů krytinami vláknocementovými;100865;Prakticko-technický (R)
Pracovník velkoobchodu;102027;
Vedoucí obchodní provozovny;102028;
Vedoucí velkoobchodní provozovny;102030;
Skladník velkoobchodu;102031;
Technolog specialista stavebně montážní činnosti v energetice;30815;Prakticko-technický (R)
Obchodní zástupce velkoobchodu;102032;
Samostatný technolog stavebně montážní činnosti v energetice;30814;Prakticko-technický (R)
Puškař;30944;Prakticko-technický (R)
Dělmistr;20247;Prakticko-technický (R)
Strojní rytec;100955;Prakticko-technický (R)
Rytec kovů;2190;Prakticko-technický (R)
Autorizovaný inspektor;101062;Prakticko-technický (R)
Stavební technik pro environment;102033;
Pracovník dohledového centra;30997;Prakticko-technický (R)
Odborný pracovník marketingu;102036;
Manekýn;102037;
Aranžér;102038;
Úklidový pracovník - práce ve výškách;101069;Prakticko-technický (R)
Specialista marketingu;102039;
Úklidový pracovník průmyslových ploch;101076;Prakticko-technický (R)
Úklidový pracovník - speciální práce;102040;
Topič nízkotlakých parních kotlů;102042;
Kovotlačitel;100991;Umělecko-jazykový (A)
Topič nízkotlakých kotlů;102043;
Topič nízkotlakých teplovodních kotlů;102044;
Chovatel okrasných a akvarijních ryb;102046;
Rybníkář;100929;
Zpracovatel ryb;100932;Prakticko-technický (R)
Strojník sklářských zařízení;101118;Prakticko-technický (R)
Strojník sklářských zařízení pro výrobu tyčí a trubic;102047;
Strojník sklářských zařízení pro lisofoukací linky;102048;
Strojník sklářských zařízení pro lisovací linky;102049;
Strojník sklářských zařízení pro foukací linky;102050;
Strojník sklářských zařízení;102051;
Umělecký pasíř;102052;
Obchodník s realitami;102053;
Pracovník turistického informačního centra;102055;
Vedoucí pracovník turistického informačního centra;102056;
Dělník výroby bednění;101929;
Stavební truhlář;2231;Prakticko-technický (R)
Montážník nábytku;30695;Prakticko-technický (R)
Výrobce zápalek;2139;Prakticko-technický (R)
Opravář malé zemědělské mechanizace;100944;
Opravář strojů a zařízení v chovu zvířat;100943;
Opravář strojů a zařízení v pěstování rostlin;100942;
Diagnostik vodárenských sítí;102057;
Diagnostik kanalizační sítě;102058;
Diagnostik vodovodní sítě;102059;
Vzorkař odpadních vod;102060;
Vzorkař pitné vody;102061;
Včelař;6;Prakticko-technický (R)
Chovatel včel, zpracovatel včelích produktů;100220;
Chovatel včel;100934;
Zpracovatel včelích produktů;100935;
Výrobce polotovarů a prefabrikátů z pěnových materiálů;100952;Umělecko-jazykový (A)
Střihač ovcí;102062;
Mechanik ortopedický;2183;Prakticko-technický (R)
Údržba veřejné zeleně;102063;
Knihovník specialista katalogizátor;101832;
Referenční knihovník;101834;
Samostatný referenční knihovník;101886;
Pěstební mechanizátor;102064;
Mechanizátor pro pěstební činnost;100968;Prakticko-technický (R)
Mechanizátor pro výrobu sazenic v lesních školkách;100972;Prakticko-technický (R)
Pomocný pracovník v papírenství;207;Prakticko-technický (R)
Papírenský inženýr dispečer;5274;Prakticko-technický (R)
Lesní dělník;8;Prakticko-technický (R)
Pomocný pracovník v lesnictví a myslivosti;200;Prakticko-technický (R)
Ovocnář;100936;
Zahradnický dělník;100945;
Školkař;100937;
Zemědělský poradce;102066;
Zemědělský poradce pro ochranu rostlin v zahradnictví;102067;
Vazačské práce;102068;
Technik arborista;102069;
Báňský inženýr;5292;
Obsluha strojů v povrchové těžbě;15;
Obsluha úpravny kamene;102070;
Montér metalických kabelů;102071;
Servisní technik metalických sítí;102073;
Odborník na permanentní make-up;101030;Umělecko-jazykový (A)
Tatér;101027;Umělecko-jazykový (A)
Piercér;101028;Umělecko-jazykový (A)
Kožařský technik;6269;
Operátor energetických zařízení;102074;
Topič kotlů;102075;
Operátor horkovodních energetických zařízení;102076;
Operátor parních energetických zařízení;102077;
Revizní technik nízkotlakých kotelen;102078;
Topič horkovodních kotlů;102079;
Topič parních kotlů;102080;
Mechanik vnějších potrubních rozvodů z plastů;102081;
Svářeč vnějších potrubních rozvodů z plastů;102082;
Mechanik vnějších potrubních rozvodů z oceli;102083;
Montér vnějších potrubních rozvodů z oceli;102084;
Svářeč vnějších potrubních rozvodů z oceli;102085;
Izolatér pro montáž vnějších potrubních rozvodů;102086;
Strojník pro montáž vnějších potrubních rozvodů;102087;
Technik dokumentace TIS a GIS;30793;Prakticko-technický (R)
Montér vnějších potrubních rozvodů z plastů;102088;
Podlahář povlakových podlah;101110;Prakticko-technický (R)
